,PINCP
31172,False
31173,False
31174,False
31175,False
31176,True
31177,True
31178,False
31179,False
31180,False
31181,False
31182,True
31183,False
31184,False
31185,True
31186,True
31187,True
31188,False
31189,False
31190,False
31191,True
31192,False
31193,False
31194,False
31195,True
31196,False
31197,True
31198,True
31199,False
31200,True
31201,False
31202,True
31203,False
31204,True
31205,False
31206,False
31207,False
31208,False
31209,False
31210,False
31211,False
31212,False
31213,True
31214,False
31215,False
31216,False
31217,False
31218,True
31219,False
31220,False
31221,False
31222,False
31223,True
31224,False
31225,False
31226,True
31227,True
31228,False
31229,False
31230,False
31231,True
31232,False
31233,False
31234,False
31235,True
31236,True
31237,True
31238,False
31239,False
31240,False
31241,False
31242,True
31243,True
31244,True
31245,False
31246,False
31247,True
31248,False
31249,True
31250,True
31251,False
31252,False
31253,True
31254,True
31255,False
31256,True
31257,False
31258,False
31259,False
31260,True
31261,True
31262,True
31263,False
31264,True
31265,False
31266,True
31267,False
31268,False
31269,True
31270,False
31271,False
31272,False
31273,True
31274,False
31275,False
31276,False
31277,False
31278,True
31279,False
31280,True
31281,False
31282,False
31283,True
31284,False
31285,False
31286,False
31287,True
31288,False
31289,False
31290,True
31291,False
31292,False
31293,False
31294,False
31295,False
31296,False
31297,False
31298,False
31299,False
31300,False
31301,False
31302,False
31303,False
31304,False
31305,False
31306,False
31307,True
31308,False
31309,False
31310,True
31311,False
31312,False
31313,False
31314,False
31315,False
31316,True
31317,True
31318,True
31319,False
31320,False
31321,False
31322,False
31323,False
31324,True
31325,False
31326,True
31327,True
31328,True
31329,True
31330,True
31331,False
31332,False
31333,False
31334,True
31335,True
31336,True
31337,False
31338,True
31339,False
31340,True
31341,False
31342,True
31343,True
31344,False
31345,False
31346,False
31347,True
31348,False
31349,True
31350,True
31351,False
31352,False
31353,True
31354,False
31355,False
31356,False
31357,False
31358,False
31359,False
31360,False
31361,True
31362,False
31363,False
31364,False
31365,False
31366,False
31367,True
31368,False
31369,False
31370,False
31371,True
31372,False
31373,True
31374,False
31375,False
31376,False
31377,False
31378,True
31379,True
31380,True
31381,False
31382,False
31383,False
31384,False
31385,False
31386,True
31387,False
31388,False
31389,False
31390,True
31391,True
31392,True
31393,False
31394,False
31395,True
31396,True
31397,False
31398,False
31399,True
31400,False
31401,False
31402,False
31403,True
31404,True
31405,True
31406,True
31407,True
31408,True
31409,False
31410,False
31411,False
31412,False
31413,False
31414,True
31415,False
31416,False
31417,False
31418,False
31419,False
31420,True
31421,False
31422,False
31423,True
31424,False
31425,False
31426,False
31427,False
31428,True
31429,True
31430,False
31431,False
31432,True
31433,True
31434,True
31435,True
31436,True
31437,True
31438,False
31439,True
31440,False
31441,True
31442,False
31443,False
31444,True
31445,False
31446,True
31447,False
31448,False
31449,False
31450,False
31451,False
31452,False
31453,True
31454,False
31455,True
31456,True
31457,True
31458,False
31459,True
31460,True
31461,True
31462,False
31463,False
31464,False
31465,True
31466,False
31467,False
31468,False
31469,False
31470,False
31471,False
31472,False
31473,False
31474,True
31475,True
31476,False
31477,False
31478,False
31479,True
31480,False
31481,True
31482,False
31483,False
31484,False
31485,False
31486,False
31487,False
31488,False
31489,False
31490,True
31491,False
31492,False
31493,False
31494,True
31495,True
31496,True
31497,True
31498,True
31499,False
31500,False
31501,False
31502,True
31503,False
31504,False
31505,False
31506,True
31507,True
31508,False
31509,True
31510,False
31511,False
31512,False
31513,False
31514,False
31515,False
31516,True
31517,False
31518,False
31519,False
31520,False
31521,True
31522,False
31523,False
31524,False
31525,False
31526,False
31527,False
31528,False
31529,True
31530,False
31531,False
31532,True
31533,False
31534,False
31535,False
31536,True
31537,False
31538,True
31539,False
31540,False
31541,False
31542,False
31543,False
31544,True
31545,False
31546,False
31547,False
31548,False
31549,False
31550,False
31551,True
31552,False
31553,False
31554,False
31555,False
31556,False
31557,True
31558,False
31559,False
31560,True
31561,False
31562,False
31563,False
31564,False
31565,False
31566,False
31567,False
31568,False
31569,True
31570,True
31571,True
31572,True
31573,False
31574,False
31575,False
31576,True
31577,False
31578,False
31579,False
31580,False
31581,False
31582,False
31583,True
31584,False
31585,False
31586,False
31587,False
31588,False
31589,False
31590,False
31591,False
31592,False
31593,False
31594,True
31595,False
31596,False
31597,False
31598,False
31599,False
31600,True
31601,False
31602,False
31603,True
31604,False
31605,True
31606,False
31607,True
31608,False
31609,False
31610,True
31611,True
31612,True
31613,False
31614,False
31615,True
31616,True
31617,False
31618,False
31619,True
31620,False
31621,False
31622,True
31623,False
31624,False
31625,False
31626,False
31627,True
31628,False
31629,False
31630,True
31631,False
31632,False
31633,False
31634,False
31635,False
31636,False
31637,True
31638,True
31639,True
31640,True
31641,False
31642,False
31643,True
31644,False
31645,False
31646,True
31647,False
31648,False
31649,False
31650,False
31651,False
31652,False
31653,True
31654,False
31655,False
31656,False
31657,True
31658,True
31659,True
31660,True
31661,False
31662,False
31663,True
31664,False
31665,True
31666,False
31667,False
31668,True
31669,False
31670,False
31671,True
31672,True
31673,False
31674,True
31675,False
31676,True
31677,False
31678,False
31679,False
31680,False
31681,True
31682,False
31683,True
31684,True
31685,True
31686,False
31687,False
31688,True
31689,False
31690,False
31691,False
31692,False
31693,False
31694,True
31695,True
31696,False
31697,False
31698,True
31699,False
31700,False
31701,False
31702,False
31703,True
31704,False
31705,True
31706,True
31707,True
31708,True
31709,True
31710,False
31711,False
31712,False
31713,True
31714,True
31715,False
31716,False
31717,True
31718,True
31719,False
31720,False
31721,False
31722,False
31723,False
31724,False
31725,False
31726,True
31727,False
31728,False
31729,True
31730,True
31731,False
31732,True
31733,False
31734,True
31735,True
31736,False
31737,True
31738,False
31739,True
31740,False
31741,False
31742,False
31743,False
31744,False
31745,False
31746,True
31747,False
31748,False
31749,True
31750,False
31751,False
31752,True
31753,False
31754,True
31755,True
31756,True
31757,True
31758,True
31759,False
31760,True
31761,True
31762,True
31763,False
31764,True
31765,True
31766,False
31767,True
31768,True
31769,False
31770,True
31771,True
31772,False
31773,True
31774,False
31775,False
31776,False
31777,True
31778,True
31779,False
31780,False
31781,False
31782,False
31783,False
31784,False
31785,False
31786,False
31787,True
31788,False
31789,False
31790,False
31791,True
31792,False
31793,False
31794,True
31795,False
31796,True
31797,True
31798,True
31799,True
31800,True
31801,True
31802,False
31803,True
31804,False
31805,True
31806,False
31807,False
31808,True
31809,True
31810,False
31811,False
31812,False
31813,False
31814,True
31815,True
31816,False
31817,False
31818,True
31819,False
31820,True
31821,False
31822,False
31823,False
31824,False
31825,False
31826,False
31827,False
31828,False
31829,True
31830,False
31831,False
31832,True
31833,False
31834,False
31835,True
31836,False
31837,False
31838,False
31839,False
31840,True
31841,True
31842,False
31843,True
31844,False
31845,False
31846,False
31847,False
31848,True
31849,False
31850,True
31851,False
31852,True
31853,False
31854,False
31855,False
31856,False
31857,False
31858,True
31859,False
31860,False
31861,True
31862,True
31863,True
31864,False
31865,False
31866,True
31867,False
31868,False
31869,False
31870,False
31871,False
31872,True
31873,False
31874,True
31875,True
31876,True
31877,True
31878,False
31879,False
31880,False
31881,False
31882,False
31883,False
31884,True
31885,True
31886,False
31887,False
31888,True
31889,True
31890,False
31891,True
31892,False
31893,False
31894,True
31895,False
31896,False
31897,True
31898,True
31899,True
31900,False
31901,True
31902,True
31903,False
31904,False
31905,False
31906,False
31907,True
31908,False
31909,False
31910,False
31911,True
31912,False
31913,True
31914,False
31915,False
31916,True
31917,False
31918,False
31919,False
31920,False
31921,True
31922,False
31923,False
31924,False
31925,False
31926,False
31927,False
31928,True
31929,False
31930,False
31931,True
31932,False
31933,True
31934,False
31935,False
31936,False
31937,True
31938,False
31939,False
31940,False
31941,False
31942,True
31943,False
31944,True
31945,True
31946,True
31947,True
31948,True
31949,False
31950,True
31951,True
31952,True
31953,False
31954,True
31955,False
31956,False
31957,False
31958,True
31959,False
31960,True
31961,True
31962,True
31963,False
31964,False
31965,False
31966,True
31967,True
31968,True
31969,False
31970,False
31971,False
31972,False
31973,True
31974,False
31975,True
31976,False
31977,False
31978,False
31979,False
31980,False
31981,True
31982,False
31983,False
31984,True
31985,False
31986,False
31987,False
31988,False
31989,True
31990,True
31991,True
31992,False
31993,False
31994,False
31995,False
31996,False
31997,False
31998,False
31999,False
32000,False
32001,True
32002,True
32003,False
32004,True
32005,True
32006,True
32007,False
32008,False
32009,True
32010,False
32011,True
32012,False
32013,True
32014,False
32015,True
32016,False
32017,False
32018,True
32019,False
32020,False
32021,False
32022,False
32023,True
32024,True
32025,False
32026,False
32027,True
32028,True
32029,False
32030,True
32031,True
32032,False
32033,False
32034,False
32035,False
32036,True
32037,False
32038,True
32039,False
32040,False
32041,True
32042,False
32043,False
32044,False
32045,False
32046,True
32047,True
32048,True
32049,False
32050,False
32051,False
32052,False
32053,True
32054,False
32055,False
32056,True
32057,False
32058,True
32059,True
32060,True
32061,False
32062,True
32063,False
32064,True
32065,False
32066,True
32067,True
32068,True
32069,False
32070,True
32071,True
32072,True
32073,False
32074,True
32075,True
32076,False
32077,False
32078,True
32079,False
32080,False
32081,False
32082,False
32083,True
32084,True
32085,False
32086,True
32087,False
32088,True
32089,False
32090,True
32091,False
32092,True
32093,False
32094,False
32095,False
32096,False
32097,False
32098,False
32099,False
32100,True
32101,False
32102,False
32103,False
32104,False
32105,False
32106,True
32107,False
32108,True
32109,False
32110,False
32111,True
32112,True
32113,False
32114,False
32115,False
32116,False
32117,False
32118,False
32119,False
32120,False
32121,False
32122,True
32123,False
32124,True
32125,False
32126,False
32127,True
32128,False
32129,False
32130,False
32131,False
32132,False
32133,False
32134,True
32135,False
32136,False
32137,False
32138,True
32139,False
32140,False
32141,True
32142,True
32143,False
32144,False
32145,False
32146,False
32147,False
32148,False
32149,False
32150,True
32151,True
32152,False
32153,False
32154,False
32155,False
32156,False
32157,False
32158,False
32159,False
32160,True
32161,False
32162,True
32163,False
32164,False
32165,False
32166,False
32167,False
32168,False
32169,False
32170,True
32171,True
32172,False
32173,False
32174,False
32175,False
32176,True
32177,True
32178,True
32179,True
32180,True
32181,False
32182,True
32183,False
32184,False
32185,True
32186,False
32187,False
32188,False
32189,False
32190,False
32191,True
32192,True
32193,False
32194,False
32195,False
32196,True
32197,False
32198,False
32199,False
32200,True
32201,False
32202,False
32203,False
32204,True
32205,False
32206,False
32207,True
32208,False
32209,False
32210,False
32211,False
32212,False
32213,True
32214,False
32215,False
32216,False
32217,False
32218,False
32219,False
32220,False
32221,False
32222,True
32223,True
32224,False
32225,False
32226,True
32227,False
32228,True
32229,False
32230,True
32231,False
32232,True
32233,True
32234,False
32235,False
32236,False
32237,False
32238,False
32239,False
32240,True
32241,False
32242,False
32243,False
32244,False
32245,False
32246,True
32247,False
32248,False
32249,False
32250,False
32251,False
32252,True
32253,False
32254,True
32255,False
32256,False
32257,False
32258,True
32259,True
32260,False
32261,False
32262,False
32263,False
32264,False
32265,False
32266,False
32267,True
32268,False
32269,False
32270,False
32271,False
32272,False
32273,True
32274,False
32275,False
32276,True
32277,False
32278,False
32279,True
32280,False
32281,True
32282,False
32283,True
32284,False
32285,False
32286,False
32287,False
32288,False
32289,False
32290,False
32291,False
32292,False
32293,False
32294,False
32295,False
32296,True
32297,True
32298,True
32299,False
32300,True
32301,True
32302,False
32303,True
32304,False
32305,False
32306,False
32307,True
32308,False
32309,False
32310,True
32311,False
32312,True
32313,False
32314,False
32315,False
32316,False
32317,False
32318,True
32319,True
32320,False
32321,False
32322,False
32323,False
32324,True
32325,True
32326,False
32327,True
32328,False
32329,False
32330,True
32331,False
32332,False
32333,False
32334,True
32335,False
32336,False
32337,False
32338,False
32339,False
32340,False
32341,False
32342,True
32343,True
32344,False
32345,True
32346,True
32347,True
32348,False
32349,False
32350,False
32351,True
32352,True
32353,False
32354,True
32355,False
32356,True
32357,True
32358,True
32359,False
32360,True
32361,False
32362,False
32363,True
32364,True
32365,True
32366,False
32367,False
32368,True
32369,True
32370,True
32371,False
32372,True
32373,False
32374,False
32375,True
32376,False
32377,True
32378,False
32379,True
32380,False
32381,False
32382,True
32383,True
32384,False
32385,True
32386,False
32387,True
32388,True
32389,True
32390,True
32391,False
32392,True
32393,True
32394,True
32395,True
32396,True
32397,False
32398,False
32399,False
32400,False
32401,False
32402,True
32403,True
32404,False
32405,True
32406,True
32407,False
32408,True
32409,False
32410,True
32411,True
32412,False
32413,False
32414,False
32415,False
32416,False
32417,True
32418,True
32419,False
32420,False
32421,False
32422,True
32423,True
32424,True
32425,False
32426,False
32427,False
32428,False
32429,True
32430,True
32431,True
32432,True
32433,False
32434,False
32435,False
32436,True
32437,True
32438,False
32439,False
32440,False
32441,False
32442,False
32443,False
32444,True
32445,False
32446,False
32447,True
32448,True
32449,True
32450,True
32451,False
32452,False
32453,False
32454,False
32455,False
32456,False
32457,True
32458,False
32459,False
32460,False
32461,True
32462,False
32463,False
32464,False
32465,False
32466,False
32467,True
32468,False
32469,False
32470,False
32471,True
32472,False
32473,True
32474,False
32475,False
32476,True
32477,True
32478,False
32479,False
32480,False
32481,True
32482,True
32483,False
32484,True
32485,False
32486,False
32487,False
32488,True
32489,False
32490,False
32491,False
32492,True
32493,False
32494,True
32495,False
32496,True
32497,False
32498,True
32499,True
32500,True
32501,False
32502,True
32503,False
32504,False
32505,False
32506,False
32507,True
32508,True
32509,False
32510,True
32511,True
32512,True
32513,True
32514,True
32515,True
32516,False
32517,False
32518,True
32519,False
32520,True
32521,True
32522,False
32523,True
32524,False
32525,False
32526,True
32527,False
32528,False
32529,True
32530,True
32531,False
32532,False
32533,False
32534,True
32535,False
32536,False
32537,False
32538,False
32539,False
32540,False
32541,True
32542,False
32543,False
32544,False
32545,False
32546,False
32547,False
32548,False
32549,False
32550,False
32551,True
32552,False
32553,False
32554,False
32555,True
32556,False
32557,False
32558,False
32559,False
32560,True
32561,True
32562,True
32563,False
32564,False
32565,False
32566,False
32567,True
32568,True
32569,True
32570,False
32571,False
32572,False
32573,True
32574,False
32575,False
32576,False
32577,False
32578,False
32579,False
32580,False
32581,False
32582,False
32583,False
32584,False
32585,False
32586,False
32587,False
32588,False
32589,True
32590,False
32591,True
32592,True
32593,False
32594,False
32595,False
32596,False
32597,False
32598,True
32599,True
32600,False
32601,False
32602,False
32603,False
32604,False
32605,True
32606,True
32607,False
32608,False
32609,False
32610,True
32611,False
32612,True
32613,False
32614,False
32615,False
32616,True
32617,True
32618,True
32619,False
32620,True
32621,False
32622,False
32623,False
32624,True
32625,True
32626,False
32627,False
32628,False
32629,True
32630,True
32631,False
32632,False
32633,False
32634,False
32635,False
32636,False
32637,True
32638,True
32639,True
32640,True
32641,False
32642,True
32643,False
32644,False
32645,False
32646,False
32647,False
32648,False
32649,True
32650,False
32651,True
32652,False
32653,False
32654,False
32655,False
32656,False
32657,False
32658,True
32659,True
32660,False
32661,True
32662,False
32663,False
32664,False
32665,False
32666,False
32667,True
32668,True
32669,True
32670,True
32671,True
32672,True
32673,False
32674,False
32675,True
32676,True
32677,False
32678,False
32679,False
32680,True
32681,True
32682,False
32683,False
32684,False
32685,False
32686,False
32687,False
32688,True
32689,False
32690,False
32691,True
32692,False
32693,False
32694,False
32695,False
32696,False
32697,False
32698,False
32699,True
32700,False
32701,False
32702,False
32703,False
32704,False
32705,False
32706,True
32707,True
32708,True
32709,False
32710,False
32711,False
32712,True
32713,False
32714,False
32715,True
32716,False
32717,False
32718,False
32719,False
32720,True
32721,False
32722,False
32723,False
32724,True
32725,False
32726,False
32727,False
32728,True
32729,True
32730,False
32731,False
32732,True
32733,False
32734,False
32735,True
32736,True
32737,False
32738,True
32739,True
32740,False
32741,True
32742,False
32743,True
32744,True
32745,False
32746,False
32747,False
32748,True
32749,True
32750,True
32751,True
32752,False
32753,True
32754,False
32755,True
32756,False
32757,False
32758,True
32759,False
32760,False
32761,False
32762,False
32763,False
32764,True
32765,False
32766,False
32767,False
32768,False
32769,True
32770,False
32771,True
32772,False
32773,False
32774,True
32775,False
32776,True
32777,False
32778,False
32779,True
32780,False
32781,True
32782,False
32783,False
32784,True
32785,True
32786,True
32787,True
32788,False
32789,True
32790,False
32791,True
32792,True
32793,True
32794,False
32795,False
32796,False
32797,True
32798,False
32799,False
32800,True
32801,False
32802,False
32803,True
32804,False
32805,True
32806,False
32807,False
32808,False
32809,False
32810,False
32811,True
32812,True
32813,False
32814,False
32815,False
32816,False
32817,False
32818,True
32819,True
32820,False
32821,False
32822,True
32823,False
32824,False
32825,False
32826,False
32827,False
32828,False
32829,False
32830,False
32831,False
32832,False
32833,False
32834,True
32835,True
32836,True
32837,True
32838,True
32839,False
32840,False
32841,False
32842,False
32843,False
32844,True
32845,True
32846,False
32847,False
32848,True
32849,False
32850,True
32851,True
32852,True
32853,False
32854,False
32855,False
32856,True
32857,False
32858,False
32859,False
32860,True
32861,False
32862,False
32863,True
32864,False
32865,False
32866,False
32867,False
32868,False
32869,False
32870,False
32871,False
32872,False
32873,True
32874,False
32875,False
32876,False
32877,True
32878,False
32879,False
32880,True
32881,False
32882,True
32883,False
32884,False
32885,False
32886,True
32887,False
32888,False
32889,False
32890,True
32891,False
32892,False
32893,False
32894,True
32895,True
32896,True
32897,False
32898,False
32899,False
32900,True
32901,True
32902,False
32903,False
32904,False
32905,False
32906,False
32907,False
32908,False
32909,False
32910,True
32911,False
32912,False
32913,False
32914,False
32915,False
32916,False
32917,False
32918,False
32919,False
32920,False
32921,True
32922,False
32923,False
32924,True
32925,False
32926,True
32927,True
32928,False
32929,False
32930,True
32931,True
32932,False
32933,False
32934,False
32935,False
32936,False
32937,False
32938,True
32939,False
32940,False
32941,False
32942,False
32943,False
32944,True
32945,True
32946,False
32947,False
32948,False
32949,False
32950,True
32951,True
32952,False
32953,False
32954,True
32955,True
32956,False
32957,False
32958,False
32959,True
32960,True
32961,True
32962,False
32963,True
32964,False
32965,False
32966,False
32967,False
32968,True
32969,False
32970,False
32971,False
32972,False
32973,True
32974,False
32975,False
32976,True
32977,True
32978,False
32979,False
32980,False
32981,True
32982,False
32983,True
32984,False
32985,True
32986,True
32987,True
32988,True
32989,False
32990,False
32991,False
32992,True
32993,False
32994,False
32995,True
32996,False
32997,False
32998,False
32999,True
33000,False
33001,True
33002,False
33003,True
33004,False
33005,True
33006,False
33007,False
33008,True
33009,False
33010,False
33011,False
33012,False
33013,False
33014,False
33015,True
33016,True
33017,True
33018,False
33019,True
33020,False
33021,True
33022,True
33023,True
33024,False
33025,False
33026,False
33027,False
33028,True
33029,True
33030,False
33031,True
33032,False
33033,False
33034,True
33035,False
33036,False
33037,False
33038,True
33039,True
33040,True
33041,True
33042,True
33043,False
33044,False
33045,False
33046,False
33047,True
33048,False
33049,False
33050,True
33051,False
33052,True
33053,True
33054,True
33055,False
33056,False
33057,False
33058,False
33059,False
33060,False
33061,False
33062,False
33063,False
33064,False
33065,False
33066,False
33067,True
33068,False
33069,False
33070,False
33071,True
33072,False
33073,True
33074,False
33075,False
33076,False
33077,True
33078,False
33079,False
33080,False
33081,False
33082,False
33083,True
33084,False
33085,False
33086,False
33087,False
33088,False
33089,False
33090,True
33091,True
33092,False
33093,False
33094,True
33095,False
33096,True
33097,False
33098,False
33099,False
33100,False
33101,True
33102,True
33103,True
33104,True
33105,False
33106,False
33107,False
33108,False
33109,False
33110,False
33111,False
33112,True
33113,True
33114,True
33115,False
33116,True
33117,True
33118,False
33119,False
33120,False
33121,False
33122,True
33123,True
33124,False
33125,False
33126,True
33127,False
33128,True
33129,False
33130,False
33131,False
33132,True
33133,True
33134,False
33135,False
33136,False
33137,False
33138,False
33139,False
33140,False
33141,False
33142,False
33143,False
33144,True
33145,False
33146,False
33147,True
33148,True
33149,True
33150,False
33151,False
33152,False
33153,False
33154,False
33155,True
33156,False
33157,True
33158,True
33159,True
33160,False
33161,False
33162,False
33163,False
33164,False
33165,False
33166,True
33167,False
33168,False
33169,False
33170,True
33171,True
33172,True
33173,True
33174,False
33175,False
33176,False
33177,False
33178,False
33179,False
33180,False
33181,False
33182,False
33183,True
33184,True
33185,False
33186,True
33187,True
33188,False
33189,False
33190,True
33191,True
33192,True
33193,False
33194,True
33195,False
33196,True
33197,False
33198,False
33199,False
33200,True
33201,False
33202,True
33203,False
33204,False
33205,False
33206,False
33207,False
33208,False
33209,True
33210,False
33211,False
33212,True
33213,True
33214,True
33215,True
33216,False
33217,False
33218,True
33219,False
33220,False
33221,True
33222,False
33223,True
33224,True
33225,True
33226,False
33227,False
33228,False
33229,False
33230,True
33231,False
33232,False
33233,False
33234,False
33235,False
33236,True
33237,False
33238,True
33239,False
33240,False
33241,False
33242,False
33243,False
33244,False
33245,False
33246,False
33247,False
33248,False
33249,False
33250,False
33251,False
33252,False
33253,True
33254,True
33255,False
33256,False
33257,True
33258,True
33259,True
33260,True
33261,False
33262,True
33263,False
33264,False
33265,True
33266,False
33267,False
33268,False
33269,True
33270,False
33271,True
33272,False
33273,False
33274,True
33275,False
33276,False
33277,False
33278,False
33279,False
33280,False
33281,False
33282,True
33283,True
33284,False
33285,False
33286,False
33287,True
33288,False
33289,False
33290,False
33291,False
33292,True
33293,False
33294,False
33295,False
33296,True
33297,False
33298,False
33299,False
33300,False
33301,False
33302,True
33303,False
33304,True
33305,False
33306,False
33307,True
33308,True
33309,False
33310,False
33311,False
33312,False
33313,False
33314,True
33315,True
33316,False
33317,False
33318,False
33319,True
33320,True
33321,False
33322,True
33323,False
33324,False
33325,True
33326,True
33327,True
33328,False
33329,False
33330,True
33331,False
33332,False
33333,True
33334,False
33335,False
33336,False
33337,False
33338,False
33339,True
33340,False
33341,False
33342,False
33343,True
33344,True
33345,True
33346,True
33347,False
33348,False
33349,False
33350,False
33351,True
33352,False
33353,False
33354,False
33355,False
33356,False
33357,False
33358,False
33359,True
33360,True
33361,False
33362,False
33363,False
33364,False
33365,True
33366,True
33367,True
33368,False
33369,False
33370,True
33371,False
33372,False
33373,False
33374,False
33375,True
33376,False
33377,True
33378,False
33379,False
33380,False
33381,False
33382,False
33383,False
33384,True
33385,False
33386,True
33387,True
33388,False
33389,False
33390,False
33391,False
33392,True
33393,False
33394,False
33395,True
33396,False
33397,True
33398,False
33399,False
33400,False
33401,False
33402,True
33403,False
33404,False
33405,False
33406,True
33407,True
33408,True
33409,True
33410,True
33411,False
33412,False
33413,False
33414,False
33415,False
33416,True
33417,False
33418,False
33419,False
33420,False
33421,True
33422,False
33423,True
33424,False
33425,True
33426,False
33427,True
33428,True
33429,False
33430,False
33431,True
33432,True
33433,True
33434,True
33435,True
33436,False
33437,False
33438,False
33439,True
33440,True
33441,True
33442,True
33443,False
33444,False
33445,False
33446,False
33447,True
33448,False
33449,False
33450,False
33451,False
33452,True
33453,True
33454,True
33455,True
33456,True
33457,False
33458,False
33459,True
33460,False
33461,False
33462,False
33463,False
33464,False
33465,True
33466,False
33467,True
33468,False
33469,False
33470,False
33471,False
33472,False
33473,False
33474,False
33475,False
33476,False
33477,False
33478,False
33479,True
33480,False
33481,True
33482,False
33483,False
33484,False
33485,True
33486,True
33487,False
33488,False
33489,False
33490,False
33491,False
33492,False
33493,False
33494,False
33495,True
33496,True
33497,False
33498,False
33499,True
33500,False
33501,True
33502,False
33503,False
33504,False
33505,True
33506,False
33507,False
33508,True
33509,True
33510,False
33511,True
33512,False
33513,False
33514,True
33515,False
33516,False
33517,False
33518,False
33519,False
33520,False
33521,True
33522,False
33523,False
33524,False
33525,True
33526,False
33527,False
33528,True
33529,False
33530,False
33531,False
33532,False
33533,False
33534,False
33535,False
33536,True
33537,True
33538,False
33539,False
33540,True
33541,True
33542,False
33543,True
33544,True
33545,False
33546,False
33547,False
33548,False
33549,False
33550,False
33551,True
33552,False
33553,False
33554,False
33555,False
33556,True
33557,True
33558,True
33559,False
33560,False
33561,False
33562,False
33563,True
33564,True
33565,True
33566,True
33567,False
33568,True
33569,True
33570,True
33571,True
33572,False
33573,False
33574,True
33575,False
33576,False
33577,False
33578,True
33579,True
33580,False
33581,True
33582,False
33583,False
33584,True
33585,True
33586,True
33587,True
33588,False
33589,False
33590,False
33591,False
33592,True
33593,False
33594,True
33595,False
33596,False
33597,True
33598,False
33599,True
33600,False
33601,True
33602,False
33603,False
33604,True
33605,False
33606,False
33607,True
33608,False
33609,False
33610,True
33611,False
33612,True
33613,False
33614,False
33615,False
33616,False
33617,False
33618,False
33619,False
33620,True
33621,False
33622,False
33623,False
33624,False
33625,False
33626,False
33627,False
33628,False
33629,False
33630,True
33631,False
33632,False
33633,False
33634,True
33635,False
33636,True
33637,True
33638,False
33639,False
33640,False
33641,False
33642,False
33643,False
33644,False
33645,False
33646,False
33647,False
33648,True
33649,False
33650,False
33651,False
33652,False
33653,False
33654,False
33655,False
33656,False
33657,False
33658,False
33659,False
33660,False
33661,True
33662,True
33663,True
33664,True
33665,False
33666,False
33667,True
33668,False
33669,True
33670,False
33671,True
33672,False
33673,True
33674,True
33675,True
33676,True
33677,False
33678,True
33679,True
33680,False
33681,False
33682,False
33683,True
33684,True
33685,False
33686,True
33687,True
33688,False
33689,False
33690,True
33691,True
33692,False
33693,True
33694,False
33695,False
33696,False
33697,True
33698,False
33699,False
33700,False
33701,True
33702,True
33703,False
33704,False
33705,False
33706,False
33707,False
33708,True
33709,False
33710,False
33711,True
33712,False
33713,False
33714,True
33715,False
33716,True
33717,False
33718,True
33719,False
33720,False
33721,True
33722,False
33723,False
33724,False
33725,False
33726,True
33727,True
33728,True
33729,False
33730,True
33731,True
33732,True
33733,True
33734,False
33735,False
33736,False
33737,False
33738,True
33739,False
33740,False
33741,True
33742,True
33743,False
33744,False
33745,True
33746,False
33747,False
33748,False
33749,False
33750,False
33751,False
33752,False
33753,False
33754,False
33755,True
33756,False
33757,False
33758,True
33759,True
33760,True
33761,False
33762,True
33763,False
33764,False
33765,False
33766,False
33767,True
33768,False
33769,False
33770,False
33771,False
33772,True
33773,True
33774,True
33775,False
33776,False
33777,True
33778,True
33779,True
33780,False
33781,False
33782,False
33783,False
33784,False
33785,False
33786,False
33787,True
33788,False
33789,False
33790,False
33791,False
33792,True
33793,False
33794,True
33795,False
33796,True
33797,False
33798,True
33799,False
33800,False
33801,False
33802,True
33803,True
33804,True
33805,False
33806,False
33807,True
33808,True
33809,False
33810,True
33811,True
33812,False
33813,True
33814,True
33815,False
33816,False
33817,False
33818,False
33819,False
33820,False
33821,False
33822,True
33823,True
33824,False
33825,True
33826,True
33827,False
33828,False
33829,True
33830,True
33831,True
33832,False
33833,False
33834,False
33835,False
33836,False
33837,False
33838,True
33839,False
33840,False
33841,False
33842,False
33843,False
33844,False
33845,False
33846,True
33847,True
33848,True
33849,False
33850,False
33851,True
33852,True
33853,True
33854,False
33855,False
33856,True
33857,True
33858,False
33859,False
33860,True
33861,True
33862,True
33863,True
33864,False
33865,True
33866,True
33867,True
33868,False
33869,False
33870,False
33871,False
33872,False
33873,True
33874,True
33875,True
33876,True
33877,True
33878,False
33879,False
33880,False
33881,False
33882,False
33883,False
33884,False
33885,False
33886,True
33887,False
33888,False
33889,False
33890,True
33891,False
33892,True
33893,False
33894,False
33895,True
33896,True
33897,True
33898,False
33899,True
33900,False
33901,True
33902,True
33903,True
33904,True
33905,True
33906,False
33907,False
33908,True
33909,False
33910,True
33911,False
33912,True
33913,True
33914,False
33915,False
33916,True
33917,True
33918,False
33919,False
33920,False
33921,True
33922,False
33923,False
33924,False
33925,False
33926,True
33927,False
33928,True
33929,True
33930,False
33931,False
33932,False
33933,True
33934,False
33935,True
33936,False
33937,False
33938,False
33939,True
33940,True
33941,False
33942,True
33943,False
33944,True
33945,False
33946,True
33947,True
33948,False
33949,False
33950,True
33951,False
33952,False
33953,False
33954,True
33955,False
33956,True
33957,False
33958,False
33959,False
33960,False
33961,True
33962,False
33963,False
33964,False
33965,False
33966,False
33967,True
33968,True
33969,True
